order	family	subfamily	genus	species
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	bakeri
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	barlagnei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	bartonsmithi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	blairhedgesi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	bothroboans
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	bresslerae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	brevirostris
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	brittoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	caribe
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	casparii
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cavernicola
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	chlorophenax
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cochranae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cooki
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	coqui
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	corona
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	counouspeus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cubanus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cundalli
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cuneatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	cystignathoides
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	darlingtoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	dennisi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	dilatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	dimidiatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	diplasius
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	dixoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	dolomedes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	eileenae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	emiliae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	eneidae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	erythroproctus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	etheridgei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	eunaster
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	flavescens
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	fowleri
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	furcyensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	fuscus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	glamyrus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	glandulifer
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	glanduliferoides
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	glaphycompus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	glaucoreius
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	goini
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	gossei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	grabhami
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	grahami
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	grandis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	greyi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	griphus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	gryllus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	guanahacabibes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	guantanamera
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	gundlachi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	guttilatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	haitianus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	hedricki
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	heminota
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	hypostenor
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	iberia
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	inoptatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	intermedius
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	interorbitalis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	ionthus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	jamaicensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	jasperi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	jaumei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	johnstonei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	juanariveroi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	jugans
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	junori
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	karlschmidti
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	klinikowskii
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	lamprotes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	leberi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	lentus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	leoncei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	leprus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	limbatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	limbensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	locustus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	longipes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	lucioi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	luteolus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	maestrensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	mariposa
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	marnockii
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	martinicensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	maurus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	melacara
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	melatrigonum
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	michaelschmidi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	minutus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	modestus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	monensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	montanus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	nitidus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	nivicolimae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	nortoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	notidodes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	nubicola
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	olibrus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	orcutti
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	orientalis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	oxyrhyncus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pallidus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pantoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	parabates
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	paralius
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	parapelates
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	patriciae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	paulsoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pentasyringos
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pezopetrus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pictissimus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pinarensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pinchoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pipilans
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	pituinus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	planirostris
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	poolei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	portoricensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	principalis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	probolaeus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rhodesi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	richmondi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	ricordii
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	riparius
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rivularis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rogersi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	ronaldi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rubrimaculatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rucillensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rufescens
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	rufifemoralis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	ruthae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	saxatilis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	schmidti
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	schwartzi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	sciagraphus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	semipalmatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	simulans
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	sisyphodemus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	sommeri
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	staurometopon
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	symingtoni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	syristes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	teretistes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	tetajulia
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	thomasi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	thorectes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	toa
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	tonyi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	turquinensis
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	tychathrous
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	unicolor
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	varians
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	varleyi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	ventrilineatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	verrucipes
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	verruculatus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	warreni
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	weinlandi
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	wetmorei
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	wightmanae
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	zeus
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	zugi
Anura	Eleutherodactylidae	Phyzelaphryninae	Phyzelaphryne	miriamae
Anura	Heleophrynidae		Hadromophryne	natalensis
Anura	Heleophrynidae		Heleophryne	hewitti
Anura	Heleophrynidae		Heleophryne	orientalis
Anura	Heleophrynidae		Heleophryne	purcelli
Anura	Heleophrynidae		Heleophryne	regis
Anura	Heleophrynidae		Heleophryne	rosei
Anura	Hemiphractidae		Cryptobatrachus	boulengeri
Anura	Hemiphractidae		Cryptobatrachus	conditus
Anura	Hemiphractidae		Cryptobatrachus	fuhrmanni
Anura	Hemiphractidae		Cryptobatrachus	nicefori
Anura	Hemiphractidae		Cryptobatrachus	pedroruizi
Anura	Hemiphractidae		Cryptobatrachus	remotus
Anura	Hemiphractidae		Cryptobatrachus	ruthveni
Anura	Hemiphractidae		Flectonotus	fitzgeraldi
Anura	Hemiphractidae		Flectonotus	pygmaeus
Anura	Hemiphractidae		Fritziana	fissilis
Anura	Hemiphractidae		Fritziana	goeldii
Anura	Hemiphractidae		Fritziana	ohausi
Anura	Hemiphractidae		Gastrotheca	abdita
Anura	Hemiphractidae		Gastrotheca	albolineata
Anura	Hemiphractidae		Gastrotheca	andaquiensis
Anura	Hemiphractidae		Gastrotheca	angustifrons
Anura	Hemiphractidae		Gastrotheca	antomia
Anura	Hemiphractidae		Gastrotheca	antoniiochoai
Anura	Hemiphractidae		Gastrotheca	argenteovirens
Anura	Hemiphractidae		Gastrotheca	atympana
Anura	Hemiphractidae		Gastrotheca	aureomaculata
Anura	Hemiphractidae		Gastrotheca	bufona
Anura	Hemiphractidae		Gastrotheca	carinaceps
Anura	Hemiphractidae		Gastrotheca	christiani
Anura	Hemiphractidae		Gastrotheca	chrysosticta
Anura	Hemiphractidae		Gastrotheca	cornuta
Anura	Hemiphractidae		Gastrotheca	dendronastes
Anura	Hemiphractidae		Gastrotheca	dunni
Anura	Hemiphractidae		Gastrotheca	ernestoi
Anura	Hemiphractidae		Gastrotheca	espeletia
Anura	Hemiphractidae		Gastrotheca	excubitor
Anura	Hemiphractidae		Gastrotheca	fissipes
Anura	Hemiphractidae		Gastrotheca	flamma
Anura	Hemiphractidae		Gastrotheca	fulvorufa
Anura	Hemiphractidae		Gastrotheca	galeata
Anura	Hemiphractidae		Gastrotheca	gracilis
Anura	Hemiphractidae		Gastrotheca	griswoldi
Anura	Hemiphractidae		Gastrotheca	guentheri
Anura	Hemiphractidae		Gastrotheca	helenae
Anura	Hemiphractidae		Gastrotheca	lateonota
Anura	Hemiphractidae		Gastrotheca	lauzuricae
Anura	Hemiphractidae		Gastrotheca	litonedis
Anura	Hemiphractidae		Gastrotheca	longipes
Anura	Hemiphractidae		Gastrotheca	marsupiata
Anura	Hemiphractidae		Gastrotheca	microdiscus
Anura	Hemiphractidae		Gastrotheca	monticola
Anura	Hemiphractidae		Gastrotheca	nebulanastes
Anura	Hemiphractidae		Gastrotheca	nicefori
Anura	Hemiphractidae		Gastrotheca	ochoai
Anura	Hemiphractidae		Gastrotheca	orophylax
Anura	Hemiphractidae		Gastrotheca	ossilaginis
Anura	Hemiphractidae		Gastrotheca	ovifera
Anura	Hemiphractidae		Gastrotheca	pacchamama
Anura	Hemiphractidae		Gastrotheca	pachachacae
Anura	Hemiphractidae		Gastrotheca	peruana
Anura	Hemiphractidae		Gastrotheca	phalarosa
Anura	Hemiphractidae		Gastrotheca	phelloderma
Anura	Hemiphractidae		Gastrotheca	piperata
Anura	Hemiphractidae		Gastrotheca	plumbea
Anura	Hemiphractidae		Gastrotheca	pseustes
Anura	Hemiphractidae		Gastrotheca	psychrophila
Anura	Hemiphractidae		Gastrotheca	pulchra
Anura	Hemiphractidae		Gastrotheca	rebeccae
Anura	Hemiphractidae		Gastrotheca	riobambae
Anura	Hemiphractidae		Gastrotheca	ruizi
Anura	Hemiphractidae		Gastrotheca	splendens
Anura	Hemiphractidae		Gastrotheca	stictopleura
Anura	Hemiphractidae		Gastrotheca	testudinea
Anura	Hemiphractidae		Gastrotheca	trachyceps
Anura	Hemiphractidae		Gastrotheca	walkeri
Anura	Hemiphractidae		Gastrotheca	weinlandii
Anura	Hemiphractidae		Gastrotheca	williamsoni
Anura	Hemiphractidae		Gastrotheca	zeugocystis
Anura	Hemiphractidae		Hemiphractus	bubalus
Anura	Hemiphractidae		Hemiphractus	fasciatus
Anura	Hemiphractidae		Hemiphractus	helioi
Anura	Hemiphractidae		Hemiphractus	johnsoni
Anura	Hemiphractidae		Hemiphractus	proboscideus
Anura	Hemiphractidae		Hemiphractus	scutatus
Anura	Hemiphractidae		Stefania	ackawaio
Anura	Hemiphractidae		Stefania	ayangannae
Anura	Hemiphractidae		Stefania	breweri
Anura	Hemiphractidae		Stefania	coxi
Anura	Hemiphractidae		Stefania	evansi
Anura	Hemiphractidae		Stefania	ginesi
Anura	Hemiphractidae		Stefania	goini
Anura	Hemiphractidae		Stefania	marahuaquensis
Anura	Hemiphractidae		Stefania	neblinae
Anura	Hemiphractidae		Stefania	oculosa
Anura	Hemiphractidae		Stefania	percristata
Anura	Hemiphractidae		Stefania	riae
Anura	Hemiphractidae		Stefania	riveroi
Anura	Hemiphractidae		Stefania	roraimae
Anura	Hemiphractidae		Stefania	satelles
Anura	Hemiphractidae		Stefania	scalae
Anura	Hemiphractidae		Stefania	schuberti
Anura	Hemiphractidae		Stefania	tamacuarina
Anura	Hemiphractidae		Stefania	woodleyi
Anura	Hemisotidae		Hemisus	barotseensis
Anura	Hemisotidae		Hemisus	brachydactylus
Anura	Hemisotidae		Hemisus	guineensis
Anura	Hemisotidae		Hemisus	guttatus
Anura	Hemisotidae		Hemisus	marmoratus
Anura	Hemisotidae		Hemisus	microscaphus
Anura	Hemisotidae		Hemisus	olivaceus
Anura	Hemisotidae		Hemisus	perreti
Anura	Hemisotidae		Hemisus	wittei
Anura	Hylidae	Hylinae	Acris	blanchardi
Anura	Hylidae	Hylinae	Acris	crepitans
Anura	Hylidae	Hylinae	Acris	gryllus
Anura	Hylidae	Phyllomedusinae	Agalychnis	annae
Anura	Hylidae	Phyllomedusinae	Agalychnis	callidryas
Anura	Hylidae	Phyllomedusinae	Agalychnis	lemur
Anura	Hylidae	Phyllomedusinae	Agalychnis	moreletii
Anura	Hylidae	Phyllomedusinae	Agalychnis	saltator
Anura	Hylidae	Phyllomedusinae	Agalychnis	spurrelli
Anura	Hylidae	Hylinae	Anotheca	spinosa
Anura	Hylidae	Hylinae	Aparasphenodon	arapapa
Anura	Hylidae	Hylinae	Aparasphenodon	bokermanni
Anura	Hylidae	Hylinae	Aparasphenodon	brunoi
Anura	Hylidae	Hylinae	Aparasphenodon	venezolanus
Anura	Hylidae	Hylinae	Aplastodiscus	albofrenatus
Anura	Hylidae	Hylinae	Aplastodiscus	albosignatus
Anura	Hylidae	Hylinae	Aplastodiscus	arildae
Anura	Hylidae	Hylinae	Aplastodiscus	callipygius
Anura	Hylidae	Hylinae	Aplastodiscus	cavicola
Anura	Hylidae	Hylinae	Aplastodiscus	cochranae
Anura	Hylidae	Hylinae	Aplastodiscus	ehrhardti
Anura	Hylidae	Hylinae	Aplastodiscus	eugenioi
Anura	Hylidae	Hylinae	Aplastodiscus	flumineus
Anura	Hylidae	Hylinae	Aplastodiscus	ibirapitanga
Anura	Hylidae	Hylinae	Aplastodiscus	leucopygius
Anura	Hylidae	Hylinae	Aplastodiscus	musicus
Anura	Hylidae	Hylinae	Aplastodiscus	perviridis
Anura	Hylidae	Hylinae	Aplastodiscus	sibilatus
Anura	Hylidae	Hylinae	Aplastodiscus	weygoldti
Anura	Hylidae	Hylinae	Argenteohyla	siemersi
Anura	Hylidae	Hylinae	Bokermannohyla	ahenea
Anura	Hylidae	Hylinae	Bokermannohyla	alvarengai
Anura	Hylidae	Hylinae	Bokermannohyla	astartea
Anura	Hylidae	Hylinae	Bokermannohyla	capra
Anura	Hylidae	Hylinae	Bokermannohyla	caramaschii
Anura	Hylidae	Hylinae	Bokermannohyla	carvalhoi
Anura	Hylidae	Hylinae	Bokermannohyla	circumdata
Anura	Hylidae	Hylinae	Bokermannohyla	claresignata
Anura	Hylidae	Hylinae	Bokermannohyla	clepsydra
Anura	Hylidae	Hylinae	Bokermannohyla	diamantina
Anura	Hylidae	Hylinae	Bokermannohyla	feioi
Anura	Hylidae	Hylinae	Bokermannohyla	gouveai
Anura	Hylidae	Hylinae	Bokermannohyla	hylax
Anura	Hylidae	Hylinae	Bokermannohyla	ibitiguara
Anura	Hylidae	Hylinae	Bokermannohyla	ibitipoca
Anura	Hylidae	Hylinae	Bokermannohyla	itapoty
Anura	Hylidae	Hylinae	Bokermannohyla	izecksohni
Anura	Hylidae	Hylinae	Bokermannohyla	juiju
Anura	Hylidae	Hylinae	Bokermannohyla	langei
Anura	Hylidae	Hylinae	Bokermannohyla	lucianae
Anura	Hylidae	Hylinae	Bokermannohyla	luctuosa
Anura	Hylidae	Hylinae	Bokermannohyla	martinsi
Anura	Hylidae	Hylinae	Bokermannohyla	nanuzae
Anura	Hylidae	Hylinae	Bokermannohyla	oxente
Anura	Hylidae	Hylinae	Bokermannohyla	pseudopseudis
Anura	Hylidae	Hylinae	Bokermannohyla	ravida
Anura	Hylidae	Hylinae	Bokermannohyla	sagarana
Anura	Hylidae	Hylinae	Bokermannohyla	saxicola
Anura	Hylidae	Hylinae	Bokermannohyla	sazimai
Anura	Hylidae	Hylinae	Bokermannohyla	vulcaniae
Anura	Hylidae	Hylinae	Bromeliohyla	bromeliacia
Anura	Hylidae	Hylinae	Bromeliohyla	dendroscarta
Anura	Hylidae	Hylinae	Charadrahyla	altipotens
Anura	Hylidae	Hylinae	Charadrahyla	chaneque
Anura	Hylidae	Hylinae	Charadrahyla	nephila
Anura	Hylidae	Hylinae	Charadrahyla	taeniopus
Anura	Hylidae	Hylinae	Charadrahyla	tecuani
Anura	Hylidae	Hylinae	Charadrahyla	trux
Anura	Hylidae	Hylinae	Corythomantis	greeningi
Anura	Hylidae	Phyllomedusinae	Cruziohyla	calcarifer
Anura	Hylidae	Phyllomedusinae	Cruziohyla	craspedopus
Anura	Hylidae	Hylinae	Cyclorana	alboguttata
Anura	Hylidae	Hylinae	Cyclorana	australis
Anura	Hylidae	Hylinae	Cyclorana	brevipes
Anura	Hylidae	Hylinae	Cyclorana	cryptotis
Anura	Hylidae	Hylinae	Cyclorana	cultripes
Anura	Hylidae	Hylinae	Cyclorana	longipes
Anura	Hylidae	Hylinae	Cyclorana	maculosa
Anura	Hylidae	Hylinae	Cyclorana	maini
Anura	Hylidae	Hylinae	Cyclorana	manya
Anura	Hylidae	Hylinae	Cyclorana	novaehollandiae
Anura	Hylidae	Hylinae	Cyclorana	platycephala
Anura	Hylidae	Hylinae	Cyclorana	vagitus
Anura	Hylidae	Hylinae	Cyclorana	verrucosa
Anura	Hylidae	Hylinae	Dendropsophus	acreanus
Anura	Hylidae	Hylinae	Dendropsophus	allenorum
Anura	Hylidae	Hylinae	Dendropsophus	amicorum
Anura	Hylidae	Hylinae	Dendropsophus	anataliasiasi
Anura	Hylidae	Hylinae	Dendropsophus	anceps
Anura	Hylidae	Hylinae	Dendropsophus	aperomeus
Anura	Hylidae	Hylinae	Dendropsophus	araguaya
Anura	Hylidae	Hylinae	Dendropsophus	battersbyi
Anura	Hylidae	Hylinae	Dendropsophus	berthalutzae
Anura	Hylidae	Hylinae	Dendropsophus	bifurcus
Anura	Hylidae	Hylinae	Dendropsophus	bipunctatus
Anura	Hylidae	Hylinae	Dendropsophus	bogerti
Anura	Hylidae	Hylinae	Dendropsophus	bokermanni
Anura	Hylidae	Hylinae	Dendropsophus	branneri
Anura	Hylidae	Hylinae	Dendropsophus	brevifrons
Anura	Hylidae	Hylinae	Dendropsophus	cachimbo
Anura	Hylidae	Hylinae	Dendropsophus	carnifex
Anura	Hylidae	Hylinae	Dendropsophus	cerradensis
Anura	Hylidae	Hylinae	Dendropsophus	coffeus
Anura	Hylidae	Hylinae	Dendropsophus	columbianus
Anura	Hylidae	Hylinae	Dendropsophus	cruzi
Anura	Hylidae	Hylinae	Dendropsophus	decipiens
Anura	Hylidae	Hylinae	Dendropsophus	delarivai
Anura	Hylidae	Hylinae	Dendropsophus	dutrai
Anura	Hylidae	Hylinae	Dendropsophus	ebraccatus
Anura	Hylidae	Hylinae	Dendropsophus	elegans
Anura	Hylidae	Hylinae	Dendropsophus	elianeae
Anura	Hylidae	Hylinae	Dendropsophus	garagoensis
Anura	Hylidae	Hylinae	Dendropsophus	gaucheri
Anura	Hylidae	Hylinae	Dendropsophus	giesleri
Anura	Hylidae	Hylinae	Dendropsophus	grandisonae
Anura	Hylidae	Hylinae	Dendropsophus	gryllatus
Anura	Hylidae	Hylinae	Dendropsophus	haddadi
Anura	Hylidae	Hylinae	Dendropsophus	haraldschultzi
Anura	Hylidae	Hylinae	Dendropsophus	imitator
Anura	Hylidae	Hylinae	Dendropsophus	jimi
Anura	Hylidae	Hylinae	Dendropsophus	joannae
Anura	Hylidae	Hylinae	Dendropsophus	juliani
Anura	Hylidae	Hylinae	Dendropsophus	koechlini
Anura	Hylidae	Hylinae	Dendropsophus	labialis
Anura	Hylidae	Hylinae	Dendropsophus	leali
Anura	Hylidae	Hylinae	Dendropsophus	leucophyllatus
Anura	Hylidae	Hylinae	Dendropsophus	limai
Anura	Hylidae	Hylinae	Dendropsophus	luteoocellatus
Anura	Hylidae	Hylinae	Dendropsophus	marmoratus
Anura	Hylidae	Hylinae	Dendropsophus	mathiassoni
Anura	Hylidae	Hylinae	Dendropsophus	melanargyreus
Anura	Hylidae	Hylinae	Dendropsophus	meridensis
Anura	Hylidae	Hylinae	Dendropsophus	meridianus
Anura	Hylidae	Hylinae	Dendropsophus	microcephalus
Anura	Hylidae	Hylinae	Dendropsophus	microps
Anura	Hylidae	Hylinae	Dendropsophus	minimus
Anura	Hylidae	Hylinae	Dendropsophus	minusculus
Anura	Hylidae	Hylinae	Dendropsophus	minutus
Anura	Hylidae	Hylinae	Dendropsophus	miyatai
